,text,waktu,jumlah kata,jam,label
2098,mulai juli tatap muka didik tidak baik mahasiswa dokter mahasiswa awat fungsi kan buat posko tes swab tiap sekolah,2021-06-04 11:29:00+00:00,19,siang,0
2099,senin besok anak gue udah uji semester tatap muka ngebayangin raut muka bingung pas ngerjain tugas mana paham org sekolah daring jejelin tugas mulu pernah kasih jelas materi sama guru ajarin emaknya masookk otak,2021-06-04 11:28:35+00:00,34,siang,0
2113,banyak alas tarik napas dalam bulan juni jumlah daerah statuta zona merah terus tambah,2021-06-04 11:23:24+00:00,14,siang,0
2114,banyak alas tarik napas dalam bulan juni jumlah daerah statuta zona merah terus tambah angka isi tempat tidur lonjak bahkan kudus capai persen ide baik buka sekolah tatap muka sila simpul sendiri,2021-06-04 11:23:06+00:00,32,siang,0
2115,bawel bgt sob inti mau sekolah tatap muka kaga masyarakat ujung nya dah keluyur mending sekali buka aja,2021-06-04 11:18:57+00:00,18,siang,0
2116,haji batal berangkat sekolah mau tatap muka,2021-06-04 11:16:21+00:00,7,siang,0
2117,sekolah gue plin plan bgt kemaren kata dikabarin besok senin daring terus tadi dikabarin gajadi daring jadi tatap muka mksdnya apa,2021-06-04 10:45:47+00:00,21,siang,0
2118,tau kalo pagi sekolah tatap muka siang jadi males ajar,2021-06-04 10:40:27+00:00,10,siang,0
2120,still doubt sekolah sih mungkin tatap muka but college might different,2021-06-04 10:36:48+00:00,11,siang,0
2121,kemarin pak bobby bilang juli laku sekolah tatap muka kemudian dengar kabar sebut pak edy langsung bilang ada sekolah tatap muka andai pak bobby diam diam kemarin gak kayak gin,2021-06-04 10:31:05+00:00,30,siang,0
2122,anak gue udah sekolah tatap muka dgn guru udah tahun lalu gilir rumah murid guru masyarakat tahu kok gak ygcepu lapor satgas krn gak tuh salah satu keluarga murid kena covid,2021-06-04 10:13:45+00:00,31,siang,0
2123,daerah zona hijau hrsnya saja mulai sekolah tatap muka,2021-06-04 10:01:25+00:00,9,siang,0
2124,aamiin moga segera sekolah tatap muka meski prokesnya kudu lebih ketat,2021-06-04 09:58:30+00:00,11,siang,0
2126,kasi anak kola angkat covid sekolah tatap muka aja bom pada paham sama ajar sekolah online mulu ckck kasi emaknya pusing ngerjain tugas,2021-06-04 09:46:30+00:00,23,siang,0
2128,yaahh goblo dah wkwkwk btw emg anak sekolah udh tatap muka ajar,2021-06-04 09:40:27+00:00,12,siang,0
2129,kaya gin mendiknasnya maksa sekolah tatap muka buka bulan depan,2021-06-04 09:40:09+00:00,10,siang,0
2130,bijak sekolah tatap muka awal sdh laku,2021-06-04 09:29:19+00:00,7,siang,0
2131,sama kang jambi udah mulai sekolah tatap muka ruwet,2021-06-04 09:13:21+00:00,9,siang,0
2132,moga sekolah tatap muka kak terkadang via online bnyak siswa mager tau terus,2021-06-04 09:12:52+00:00,13,siang,0
2135,btw sebenernya neng sekali kalo dengar berita sekolah bakal tatap muka karna sering kena pran,2021-06-04 09:06:32+00:00,15,siang,0
2136,bagaimana buka sekolah tatap muka,2021-06-04 09:04:10+00:00,5,siang,0
2137,aku tuju bijak edy kena memghindari sekolah tatap muka cegah putus rantai sebar covid,2021-06-04 09:00:15+00:00,14,siang,0
2138,yadeh semiga sekolah cepet normal tatap muka sepet gue liat muka adek gue mulu,2021-06-04 08:48:16+00:00,14,pagi,0
2139,resiko besar menteri tetap ngotot utk buka sekolah tatap muka bulan dpn baik menteri dengar dapat pakar sehat anak ida tunda ptm,2021-06-04 08:37:54+00:00,22,pagi,0
2142,tuju nihh sekolah tingkat tengah bahkan kuliah mending tatap muka sih sudah erti prokes kan,2021-06-04 07:53:10+00:00,15,pagi,0
2145,anggap aja seko sama mall bahkan resiko lebih tinggi dimall drpd sekolah saya mau gamau sekolah emang bisa tangan didik masa pandemi utmanya tatap muka harus,2021-06-04 07:43:44+00:00,26,pagi,0
2146,gerombol kek seru bgtt iri aku tatap muka pas uji sekolah doang,2021-06-04 07:25:30+00:00,12,pagi,0
2147,emang aku juga ngedukung buat sekolah tatap muka soal gak efektif masih ngeri gitu bayanginnya indonesia tatap muka,2021-06-04 07:19:24+00:00,18,pagi,0
2148,aku jawatimur adeku udh tatap muka agustus malah ituu sekolah cmn jam trus shift,2021-06-04 06:57:37+00:00,14,pagi,0
2149,kalau sii eggk ada sekolah laen tatap muka,2021-06-04 06:52:36+00:00,8,pagi,0
2150,cry more edy sekolah tatap muka happening,2021-06-04 06:52:03+00:00,7,pagi,0
2151,anjir tatap muka mah sekolah kan pak bukan kampus,2021-06-04 06:37:27+00:00,9,pagi,0
2152,sbg contoh paksa sekolah tatap muka kasus spt malaysia jadi indonesia cam,2021-06-04 06:34:08+00:00,12,pagi,0
2153,anj sekolah mau tatap muka tapa,2021-06-04 06:24:25+00:00,6,pagi,0
2155,siapa tau sekolah tatap muka lgi adek kls simpenan topi buat pake kotor bgt sih udh thn kolong meja,2021-06-04 06:08:52+00:00,19,pagi,0
2156,kok suka sekolah tatap muka apa karna udah biasa diam doank rumah ato gimana padahal banyak seru lho sekolah,2021-06-04 06:07:55+00:00,19,pagi,0
2158,tri didik mulai mau tatap muka sekolah kalian keluar pagi bgst moga anak kalian bodoh bukan anak,2021-06-04 05:59:00+00:00,17,pagi,0
2159,pak nadiem maksain sekolah tatap muka,2021-06-04 05:49:05+00:00,6,pagi,0
2160,bulan juli lanjut sekolah tatap muka,2021-06-04 05:44:51+00:00,6,pagi,0
2161,pas sekolah online ken sekolah tatap muka pas udah offline malah lebih mager,2021-06-04 05:33:47+00:00,13,pagi,0
2162,sedikit bocor lama agak mulai sekolah tatap muka kasus tangan ruang laku panggil orang tua banyak kasus malas banyak absen nilai jelek bukan kasus berat kayak dulu lucu kan,2021-06-04 05:33:46+00:00,29,pagi,0
2163,sekolah udh mau tatap muka lah gunadi gak mau wisuda tatap muka,2021-06-04 05:33:34+00:00,12,pagi,0
2164,kalau zona hijau saja laku sekolah tatap muka kenapa gubernur sumut edy rahmayadi tolak tatap muka hrs sebut tanya sama tuhan turun covid soal tuju tidak mulai tatap muka tak perlu bawa bawa nama tuhan,2021-06-04 05:32:32+00:00,35,pagi,0
2165,jadi mau gimana kalo emang niat emang bener mau sekolah sih bagus tatap muka emang asal sepele guru aja,2021-06-04 05:23:10+00:00,19,pagi,0
2166,pas udah sekolah tatap muka banyak main sama temen gamau merhatiin guru tugas sepele jadi mau gimana,2021-06-04 05:21:17+00:00,17,pagi,0
2167,tugas banyak aja gilir sekolah tatap muka pas kasih tugas ngasih muka masam guru kek ken sekolah cuma haha hihi doang ajar,2021-06-04 05:18:17+00:00,22,pagi,0
2168,alas pandemi sebentar sekolah wajib tatap muka bln juli byk prokes nunggu smp kapan jamin thn depan pandemi kelar,2021-06-04 05:16:50+00:00,19,pagi,0
2169,sekolah ada ajar tatap muka ketua laksana masker dagu akan laksana ajar tatap muka sesuai protokol sehat orang tua profesi dokter,2021-06-04 05:10:15+00:00,21,pagi,0
2170,bukan gamau sekolah tatap muka gue takut seragam kagak muat aja,2021-06-04 04:53:52+00:00,11,pagi,0
2171,kalo sekolah tatap muka arti siswa guru sekolah kalo mall siapa suruh harus mall,2021-06-04 04:48:41+00:00,14,pagi,0
2172,simalakama sih sekolah tatap muka,2021-06-04 04:48:21+00:00,5,pagi,0
2173,jadi ideal sekolah tatap muka kapan pak,2021-06-04 04:43:47+00:00,7,pagi,0
2174,sekolah tatap muka mulai juli nya udah lulus bulan juni,2021-06-04 04:40:20+00:00,10,pagi,0
2175,sistem online gin kayak simple tetep lebih enak sekolah tatap muka,2021-06-04 04:35:03+00:00,11,pagi,0
2176,emang pak nadiem mau tanggungjawab kalo siswa jadi korban covid akibat buka sekolah tatap muka,2021-06-04 04:33:26+00:00,15,pagi,0
2177,nder sekolah aku udah nerapin tatap muka februari april kemaren ajar cuma jam doang habis pulang kantin istirahat ekskul cuma organisasi jalan itu latih praktek materi doang gitu,2021-06-04 04:25:03+00:00,28,pagi,0
2178,asik banget udah sekolah tatap muka,2021-06-04 04:22:50+00:00,6,pagi,0
2179,bismillah sekolah tatap muka biar gua bego bego amatt,2021-06-04 04:14:24+00:00,9,pagi,0
2180,sekolah daring tbtb sekolah tatap muka cuman jam apa apa cuman nambah giat,2021-06-04 04:09:36+00:00,13,pagi,0
2181,btw sebenernya neng sekali kalo dengar berita sekolah bakal tatap muka karna sering kena prank jadi biasa jangan ngarep dah,2021-06-04 04:00:44+00:00,20,pagi,0
2182,tetep gak tuju dgn sekolah tatap muka sekarang krn angka covid msh tinggi,2021-06-04 03:58:40+00:00,13,pagi,0
2183,hmm opini bagus bapak moga kasus covid nanjak laku sekolah tatap muka,2021-06-04 03:56:57+00:00,12,pagi,0
2184,sebenernya kalo sekolah nya tatap muka gampang cuma mnrt susah org gaada jelasin jadi pusing sendiri,2021-06-04 03:48:58+00:00,16,pagi,0
2185,wait what apa beneran trs july sekolah tatap muka,2021-06-04 03:40:42+00:00,9,pagi,0
2186,kalau rasa sekolah tatap muka laksana ekstra prokes biar anak anak butuh kembang social life masalah dana biar dana bos pakai biaya lengkap sekolah disinfektan handsanitizer sabun,2021-06-04 03:39:48+00:00,27,pagi,0
2187,tambah bbrp persen biasa ngatur anak mayoritas ortunya sekolah tatap muka dgn alas tular bla bla pdhl mbok anak aja pjj mau tatap muka hak ortunya milih,2021-06-04 03:28:32+00:00,27,pagi,0
2188,aku jatim sepupu beberapa smp udah sekolah sma smk udah sekolah ttp prokes bagi kelompok gitu trus maksimal apaya sma kalo sma udh januari tatap muka smp baru stelah puasa,2021-06-04 03:27:05+00:00,30,pagi,0
2189,hadeh sekolah tatap muka mulai mas crush udh lulus,2021-06-04 03:18:13+00:00,9,pagi,0
2190,iya kalo kota padat duduk emang riskan daerah satu sekolah isi cuma siswa sekolah offline hari cuma ngajar murid shift nya tatap muka maksimal satu jam per murid,2021-06-04 03:16:20+00:00,28,pagi,0
2191,sekolah anak cibinong kab bogor sdit dah lama tatap muka dah pernah beberapa kali tegur diknas kab bogor ttp aja bandel guru nya konsisten masker kepseknya konsisten corona konspirasi terang bilang gitu temu ortu murid,2021-06-04 03:16:15+00:00,35,pagi,0
2192,jadi guru tenaga ajar akan mulai laku sekolah tatap muka,2021-06-04 03:09:57+00:00,10,pagi,0
2194,terlalu cepat sekolah tatap muka saat belum prpkes sekolah aman transportasi lingkung sekolah dukung medis ngimpi siang bolong pak makarim,2021-06-04 03:03:58+00:00,20,pagi,0
2195,kalau libur nya tanggung jawab masing kalau wajib tatap muka apa pihak sekolah mau tanggung jawab siswa nya positif,2021-06-04 02:54:31+00:00,19,pagi,0
2196,adek udah lama sekolah tatap muka sekolah hari libur karna kelas cuman jumlah siswa kelas jadi masuk nya ganti gituu,2021-06-04 02:51:35+00:00,20,pagi,0
2197,gasiap sih sebenernya kalo anak sekolah tatap muka pandemi bom atas begini tetep siap,2021-06-04 02:50:24+00:00,14,pagi,0
2199,ngerasa hawa langsung cerah pas info katanyaa bulan depan usaha sekolah mulai tatap muka gatau aku gatau hawa apa wkwkw,2021-06-04 02:42:17+00:00,20,pagi,0
2200,waa selamaat abis sekolah tatap muka ketemu temen baluu,2021-06-04 02:34:54+00:00,9,pagi,0
2201,maaf pak saran klu sekolah mau offline tatap muka mohon vaksinasi guru siswa segera laksana prokes hrs ketat juga mahasiswa dosen klu tka masuk indonesia boleh penting sdh vaksin prokes hrs ketat,2021-06-04 02:32:53+00:00,32,pagi,0
2202,yang jadi masalah kalo sekolah tatap muka kaya biasa udah siap smua sekolah udah siapin segala antisipasi mungkin buruk,2021-06-04 02:31:47+00:00,19,pagi,0
2203,sejak sekolah tatap muka gua telat makan pagi sekarang gua lapar sekolah selesai,2021-06-04 02:26:24+00:00,13,pagi,0
2204,bandung mulai simulasi sekolah tatap muka juni jumlah siswa bagi beberapa shift tiap shift menit prokes ketat asa angger teu rido anaking dijadikeun prop simulasi tengah pandemi,2021-06-04 02:25:14+00:00,27,pagi,0
2205,bismillah sekolah tatap muka,2021-06-04 02:09:17+00:00,4,pagi,0
2206,beberapa mungkin tanya kira kira tenaga didik kyk guru dosen udah vaksin udah dong malah skarang negara kita kan udah mulai tuh sekolah tatap muka walaupun blm seluruh ready vaksin,2021-06-04 02:01:07+00:00,30,pagi,0
2207,dengar dengar perintah mulai laku sekolah kuliah dengna tatap muka dalam waktu dekat ready vaksin,2021-06-04 01:53:47+00:00,15,pagi,0
2208,sekolah tatap muka mulai juli liga mulai juli alhamdulillah moga hidup segera normal ikatancintamaudibawakemana,2021-06-04 01:41:36+00:00,14,pagi,0
2209,bener banget plis walaupun bukan anak prestasi sekolah tatap muka lebih baik,2021-06-04 01:38:50+00:00,12,pagi,0
2210,ndak papa pokok khusus sumut aja moga surabaya segeara sekolah tatap muka tahun sekolah tutup kalau terus bodo semua murid nya,2021-06-04 01:36:39+00:00,21,pagi,0
2211,seleang seling kok uda kpn sekolah tatap muka,2021-06-04 01:34:54+00:00,8,pagi,0
2212,smoga aja cpt nih hasil buat vaksin utk anak usia sekolah biar lebih tenang nih ortu lepas anak tatap muka sekolah ready vaksin,2021-06-04 01:32:40+00:00,23,pagi,0
2213,ini meminimalisir sebar covid klaster sekolah denger denger perintah segera terap ajar tatap muka nih makanya vaksinasi untuk guru tenaga didik terus kebut ready vaksin,2021-06-04 01:31:47+00:00,25,pagi,0
2214,iya lah perintah hrs siap dulu segala siap utk buka sekolah laku keg ajar ajar scr lgsg tatap muka salah satu siap vaksinasi guru dosen kira murid nya kpn divakdinasi kopit ready vaksin,2021-06-04 01:31:22+00:00,33,pagi,0
2215,tahu saat masih banyak sekolah sekolah yang belum terap ajar tatap muka utama zona merah ready vaksin,2021-06-04 01:29:52+00:00,17,pagi,0
2216,sebentar sekolah tatap muka masuk moga guru pada vaksin dan anak murid mungkin akan susul biar aman dah mau sekolah ready vaksin,2021-06-04 01:27:57+00:00,22,pagi,0
2218,anak sekolah tatap muka,2021-06-04 01:24:39+00:00,4,pagi,0
2219,iya jujur kemaren aku sempet galau kata tahun ajar baru ada sekolah tatap muka telah tau guru guru udah mulai vaksin sedikit lebih tenang sih hehehe ready vaksin,2021-06-04 01:22:02+00:00,28,pagi,0
2220,kalau ajar vaksin harap sekolah tatap muka wujud nih tetap semua butuh timbang masuk ada daerah sana apa tinggi tidak angka kena covid ready vaksin,2021-06-04 01:14:00+00:00,25,pagi,0
2221,sekolah tatap muka kuliah onlen tempat dugem tiap malem rame jakarta negara baik,2021-06-04 00:37:31+00:00,13,pagi,0
2223,khofifah waspada lonjak kasus covid juni juli sekolah tatap muka jadi taruh,2021-06-04 00:00:10+00:00,12,pagi,0
2224,semester besok perintah hrs usaha sekolah tatap muka metode online hasil generasi lingkung anak main tik tok kesana kemari peduli covid disiplin sekolah lebih baik masyarakat kita hilang generasi hebat,2021-06-03 23:43:47+00:00,30,malam,0
2225,ibu tuju gak anak anak mulai sekolah tatap muka mulai juli,2021-06-03 23:38:14+00:00,11,malam,0
2227,tatap muka lebih baik walaupun guru kerja double time penting murid murid sehat semua sekolah jalan dgn lancar amin,2021-06-03 23:22:33+00:00,19,malam,0
2228,kalau beneran sekolah junli besok bakal tatap muka bakal neng yaa seragam udh buat masa nganggur tahun slm online ngk tau ntr seragamny bakal sek apa mlh longgar,2021-06-03 23:19:30+00:00,28,malam,0
2229,yth bpk menteri nadiem bapak kukuh juli wajib ajar tatap muka jadi masalah vaksinasi guru jauh tuntas kepala sekolah malah yang jadi pelopor tolak vaksin,2021-06-03 23:16:18+00:00,25,malam,0
2230,baru tau pak edy sekolah kalo pak edy mau biar tatap muka pak kasi anak sekolah tatap muka kasi bgt rasa,2021-06-03 23:16:06+00:00,21,malam,0
2232,seperti uji coba sekolah tatap muka daerah dinas pilih sekolah murid dikit,2021-06-03 23:03:45+00:00,12,malam,0
2234,sekolah mau tatap muka semua guru wajib vaksinasi sekolah hampir semua laku vaksinasi guru skrg goreng terus angka angka kasus negeri jiran lockdown jadi moga salah dekat thn ajar baru pjj panjang,2021-06-03 22:43:27+00:00,32,malam,0
2235,ini perintah daerah mulai laku langkah anak sudah laku tatap muka cek segala fasilitas sekolah alat sehat toilet wasfafel siap sistem meminimalisai kerumun sekolah,2021-06-03 22:36:17+00:00,24,malam,0
2236,wisata ancol segitu banyak orang aja gpp saat sekolah kuliah tatap muka kalo kyk begini terus gak maju urus nyawa serah sama tuhan kembali sekolah tatap muka jangan batas ibadah,2021-06-03 22:35:21+00:00,30,malam,0
2237,beda kalau lockdown memang boleh beraktifitas kasih cerah nya apa beda nya anak sekolah tatap muka anak bawa jalan mall pantai keluar kota kuliner temu teman saudara,2021-06-03 22:31:58+00:00,27,malam,0
2238,baru inget hari sekolah tatap muka,2021-06-03 21:32:49+00:00,6,malam,0
2239,kata juli sekolah wajib tatap muka,2021-06-03 21:29:06+00:00,6,malam,0
2240,semua orang tua murid kita tolak sekolah tatap muka mulai januari blm sedia vaksinn,2021-06-03 19:35:14+00:00,14,malam,0
2241,sekolah cuma beberapa jam aja lah mall buka siang ampe malem bebas aja anak rumah jdnya males,2021-06-03 19:00:56+00:00,17,malam,0
2243,sekolah tatap muka pake surat nyata sekolah tanggung jawab jgn mau buka sekolah mau tanggung jawab terap prokes ketat nama sumut tau sendiri lampu merah aja hajar,2021-06-03 18:27:33+00:00,27,malam,0
2244,bingung klo sekolah tatap muka jadi juli baru pikir skrg gimana berat nya kerja terus kuliah bulak balik jual beli bahan anterin kuliah nyusun sama ngerjain teliti,2021-06-03 17:59:22+00:00,27,malam,0
2245,whyy knpa sekolah sini online padahal luar sana udh tatap muka,2021-06-03 17:29:19+00:00,11,malam,0
2246,sekolah tatap muka bulan juni kuliah kapan usah aja nyaman ulang contek literatur via google,2021-06-03 17:19:50+00:00,15,malam,0
2247,hdk sekolah tatap muka tanya tuhan buhan sumatera utara,2021-06-03 17:08:33+00:00,9,malam,0
2248,postingan soal sekolah tatap muka hrs ttep laksana bln juli isi komennya kocak bgt kocak kakak keluh adeknya kls blm baca lalu blsan komennya lbh kocak,2021-06-03 17:03:47+00:00,26,malam,0
2249,kata temen aing kalo sekolah kuliah tatap muka laksana uas anak satu tongkrong rela positif covid kembali online,2021-06-03 16:59:23+00:00,18,siang,0
2250,betul parameter fokus subtansinya knapa vaksin guru jadi parameter aman sekolah tatap muka vaksin guna efikasinya rendah,2021-06-03 16:52:34+00:00,17,siang,0
2251,yaiya gada kompromi tar case xovid ledak tutup sekolah tar bru nener sedikit adain tatap muka terus ledak case covod trus tutup sekolah terus aja gitu sampe waktu panedmi baru,2021-06-03 16:50:00+00:00,30,siang,0
